0,"0,934279438139129","0,0436258952213393","0,173071026854814","0,567063808062812","134,807928268799",,"0,872878068529566","0,00190321873386328","0,0299535803365796","0,321561362414698","18173,1775241257"
"0,25","0,855118616234904","0,152650244901451","0,213713213279334","0,620347037965985","133,61165197577",,"0,731227847831497","0,0233020972684731","0,0456733375301781","0,384830447513171","17852,0735436941"
"0,5","0,765146822794122","0,272750064075808","0,225082378963634","0,667022833131341","132,370375682825",,"0,58544966043194","0,0743925974533574","0,0506620773199291","0,444919459918561","17521,9163584123"
"0,75","0,664031093321682","0,393050227186905","0,208959875912115","0,70306106523276","131,159099389805",,"0,440937292897989","0,154488481091677","0,0436642297412063","0,494294861446223","17202,7093527448"
1,"0,551645441240908","0,503895239486155","0,171094922618067","0,725206263381551","129,902823096813",,"0,304312692841876","0,25391041237681","0,0292734725456825","0,525924124447832","16874,743448522"
"1,25","0,428591888812662","0,598023728332919","0,120267628934411","0,73120803965503","128,63654680379",,"0,183691007156005","0,357632379649205","0,0144643025695051","0,534665197256152","16547,3611736037"
"1,5","0,296700166347364","0,671267294488644","0,0669112551690887","0,71996631453294","127,363270510784",,"0,0880309887105534","0,450599780650103","0,0044771160683029","0,518351494062144","16221,4026752032"
"1,75","0,159368892767816","0,722719762095949","0,0215305428246211","0,691612106609682","126,071994217796",,"0,0253984439820396","0,522323854524025","0,000463564274322842","0,478327306009082","15894,1477260519"
2,"0,0216307240425522","0,754367679761344","-0,00686019247586955","0,647491753588838","124,8847179248",,"0,000467888222605045","0,569070596268514","4,70622408059772E-05","0,419245570965549","15596,1927711569"
"2,25","-0,110138935335271","0,770315235520684","-0,0120514546670165","0,590074802628806","123,615441631785",,"0,0121305850767871","0,593385562075287","0,000145237559591154","0,348188272697424","15280,7774098211"
"2,5","-0,228851497757205","0,775770817232115","0,00849677463884291","0,522791915263952","122,396165338785",,"0,052373008025716","0,601820360868983","7,2195179263284E-05","0,273311386665351","14980,8212896391"
"2,75","-0,327620080030101","0,775989317931817","0,0533381741133781","0,449807013479585","121,189889045809",,"0,10733491683893","0,602159421544287","0,00284496081774903","0,202326349375424","14686,9892069354"
3,"-0,400800685667491","0,775360438583448","0,117336423856614","0,375739097569749","120,001612752816",,"0,160641189631531","0,601183809720317","0,0137678363634589","0,141179869442529","14400,3870632768"
"3,25","-0,444986442225854","0,776790993968461","0,192502030480682","0,305360224709148","118,834336459798",,"0,198012933764824","0,60340424831051","0,0370570317391855","0,0932448668344211","14121,5995218406"
