0	0.9342794381391286	0.04362589522133931	0.1730710268548137	0.5670638080628123	134.8079282687991
0.25	0.855118616234904	0.1526502449014515	0.213713213279334	0.6203470379659848	133.6116519757695
0.5	0.7651468227941223	0.272750064075808	0.2250823789636343	0.667022833131341	132.3703756828252
0.75	0.6640310933216824	0.3930502271869045	0.2089598759121145	0.7030610652327596	131.1590993898051
1	0.5516454412409075	0.5038952394861553	0.1710949226180674	0.7252062633815513	129.9028230968133
1.25	0.4285918888126616	0.5980237283329188	0.1202676289344105	0.73120803965503	128.63654680379
1.5	0.2967001663473638	0.6712672944886435	0.06691125516908869	0.7199663145329396	127.3632705107843
1.75	0.1593688927678159	0.7227197620959487	0.02153054282462108	0.6916121066096821	126.0719942177957
2	0.02163072404255217	0.7543676797613443	-0.006860192475869553	0.647491753588838	124.8847179248003
2.25	-0.1101389353352715	0.7703152355206839	-0.01205145466701651	0.5900748026288056	123.6154416317845
2.5	-0.2288514977572049	0.7757708172321145	0.008496774638842908	0.5227919152639515	122.3961653387846
2.75	-0.3276200800301012	0.7759893179318169	0.05333817411337805	0.4498070134795853	121.1898890458087
3	-0.4008006856674911	0.7753604385834478	0.1173364238566137	0.375739097569749	120.0016127528158
3.25	-0.4449864422258543	0.7767909939684614	0.1925020304806822	0.3053602247091476	118.8343364597984
3.5	-0.4597631330584591	0.7814480159831874	0.2692452277369739	0.2432845859584631	117.6480601668004
3.75	-0.4480616930820815	0.7888582928444521	0.3378705272334628	0.1936567082775582	116.4567838737867
4	-0.4160078185479961	0.7973016224914318	0.3900646095062257	0.1598808653798187	115.2735075808096
4.25	-0.3722639793440976	0.8043644534991472	0.4201746328835725	0.1443874133910867	114.0992312878097
4.5	-0.3269214287893192	0.8075167171737121	0.4260736241994891	0.148463805380743	112.8649549947909
4.75	-0.2901134925104998	0.8045797708582541	0.4094778914004564	0.1721616040194931	111.7066787017791
5	-0.2705689904923929	0.7939850533093704	0.3756769984829589	0.2142738464099239	110.5444024088058
5.25	-0.2743295474683691	0.7748036187658727	0.3326949616930506	0.2724028029479086	109.3511261157971
5.5	-0.3038671296562825	0.7465636013857875	0.2900210992702341	0.3431011232241872	108.1078498227726
5.75	-0.3577356014866382	0.7089485073774995	0.2570789271976537	0.4220908087008866	106.8855735297802
6	-0.4308421690730029	0.6614903257723199	0.2416952622879762	0.5045331683541008	105.7132972368038
6.25	-0.5152831863488245	0.603377125091356	0.248779054312763	0.5853470556794491	104.5330209437907
6.5	-0.6016118227234983	0.5334671274176799	0.2794370727406204	0.6595459027776087	103.3117446507958
6.75	-0.6803210013495118	0.4505460841974127	0.3306753795377517	0.7225719890957407	102.170468357798
7	-0.7432893317309208	0.3537968512973748	0.395730240219109	0.7706097403570311	100.8871920647607
7.25	-0.7849489603904658	0.2433873210393358	0.465009737087712	0.8008495019930706	99.64391577182141
7.5	-0.8029852176987333	0.1210248665647669	0.5274967189443487	0.8116815104040143	98.4246394787931
7.75	-0.7984721820685081	-0.009664867226092611	0.5724053892981829	0.8028137021610746	97.22836318579198
8	-0.7754468874372833	-0.1430899969109305	0.5908366388248396	0.7752924069172877	96.02808689277254
8.25	-0.7400354864985275	-0.2720450429860648	0.5771656509732566	0.7314319125944166	94.79681059980294
8.5	-0.6993036336971272	-0.3884634222013119	0.5299450398615591	0.6746460708236555	93.58953430680117
8.75	-0.6600690801351448	-0.4844826606276911	0.4521800351467391	0.609208338373719	92.36325801379053
9	-0.6278830953997385	-0.553644293006073	0.3509123778349021	0.5399465036425681	91.14098172076979
9.25	-0.6063414709315111	-0.5920153291372117	0.23619151677849	0.4718964166822843	89.98370542778389
9.5	-0.5968183463846799	-0.5990199150314766	0.1195835380422068	0.4099411824754498	88.84642913480434
9.75	-0.5986231105125626	-0.5777755640550595	0.01244927074003499	0.3584685428904777	87.69115284181339
10	-0.6094712030189839	-0.5348593466603688	-0.07572555433944217	0.3210625106330554	86.4448765487964
